symbol,skip_at,distance_pct_at_skip,price_at_skip,ema20_at_skip,check_price_24h,hours_to_check,delta_24h_pct,peak_24h_pct,verdict,notes
HYPER/USDT,2026-04-25 16:18:29,43.80,0.1626,0.113073,0.124,26.4,-23.74,+8.18,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-25 16:18:29,31.03,1.317,1.00511,1.389,26.4,+5.47,+60.74,blocked winner (5-10%),
HYPER/USDT,2026-04-25 16:48:59,41.71,0.1599,0.112835,0.124,25.9,-22.45,+10.01,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-25 16:48:59,23.90,1.237,0.998348,1.388,25.9,+12.21,+71.14,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-25 16:48:59,20.59,1.52,1.260518,1.4,25.9,-7.89,+7.43,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 16:49:00,15.82,0.1482,0.127953,0.2533,25.9,+70.92,+74.09,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 16:49:00,41.71,0.1599,0.112835,0.124,25.9,-22.45,+10.01,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-25 16:49:01,23.90,1.237,0.998348,1.388,25.9,+12.21,+71.14,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 17:19:29,39.16,0.1566,0.11253,0.124,25.4,-20.82,+12.32,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-25 17:19:29,23.62,1.233,0.997396,1.388,25.4,+12.57,+71.70,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-25 17:19:30,22.43,1.546,1.262803,1.4,25.4,-9.44,+5.63,avoided medium loss (5-10%),
HYPER/USDT,2026-04-25 17:19:30,39.16,0.1566,0.11253,0.124,25.4,-20.82,+12.32,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-25 17:19:30,23.62,1.233,0.997396,1.388,25.4,+12.57,+71.70,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 17:49:59,41.85,0.1601,0.112863,0.124,24.9,-22.55,+9.87,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 17:50:00,21.79,1.537,1.262041,1.4,24.9,-8.91,+6.25,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 17:50:00,19.27,0.1532,0.128448,0.2532,24.9,+65.27,+79.83,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-25 17:50:00,18.89,1.179,0.991681,1.388,24.9,+17.73,+79.56,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 17:50:01,41.85,0.1601,0.112863,0.1241,24.9,-22.49,+9.87,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-25 17:50:01,18.89,1.179,0.991681,1.39,24.9,+17.90,+79.56,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 18:20:30,40.77,0.1587,0.11274,0.1241,24.4,-21.80,+10.84,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 18:20:31,21.68,1.536,1.262327,1.401,24.4,-8.79,+6.32,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 18:20:31,18.52,0.1521,0.128334,0.2537,24.4,+66.80,+81.13,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 18:20:31,40.77,0.1587,0.11274,0.1241,24.4,-21.80,+10.84,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 18:51:01,38.46,0.1557,0.112454,0.1246,24.4,-19.97,+12.97,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 18:51:01,22.45,1.547,1.263375,1.401,24.4,-9.44,+5.56,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 18:51:02,19.41,0.1534,0.128467,0.2461,24.4,+60.43,+79.60,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-25 18:51:02,17.02,1.159,0.990443,1.436,24.4,+23.90,+82.66,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 18:51:03,38.46,0.1557,0.112454,0.1246,24.4,-19.97,+12.97,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 19:21:33,39.93,0.1576,0.112625,0.1251,24.4,-20.62,+9.14,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 19:21:34,22.48,1.547,1.263089,1.41,24.4,-8.86,+5.56,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 19:21:34,23.12,0.1588,0.128982,0.2484,24.4,+56.42,+73.49,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-25 19:21:34,18.86,1.18,0.992729,1.399,24.4,+18.56,+79.41,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 19:21:35,39.93,0.1576,0.112625,0.1251,24.4,-20.62,+9.14,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 19:52:04,44.70,0.1638,0.113197,0.1262,24.4,-22.95,+5.01,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 19:52:05,21.83,1.538,1.262422,1.415,24.4,-8.00,+6.18,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 19:52:05,21.94,0.1571,0.128839,0.2497,24.4,+58.94,+75.37,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-25 19:52:05,17.69,1.166,0.990729,1.387,24.4,+18.95,+81.56,BLOCKED big winner (+10%+),
D/USDT,2026-04-25 19:52:05,15.60,0.01272,0.011004,0.01478,24.4,+16.19,+65.96,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 19:52:06,44.70,0.1638,0.113197,0.1262,24.4,-22.95,+5.01,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 20:22:35,39.59,0.1649,0.11813,0.1265,24.4,-23.29,+4.31,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 20:22:35,19.36,1.538,1.288591,1.429,24.4,-7.09,+6.18,avoided medium loss (5-10%),
ZBT/USDT,2026-04-25 20:22:35,20.70,0.159,0.131728,0.2389,24.4,+50.25,+73.27,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-25 20:22:35,15.64,1.164,1.00655,1.399,24.4,+20.19,+81.87,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 20:22:36,39.59,0.1649,0.11813,0.1265,24.4,-23.29,+4.31,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 20:53:05,39.61,0.1649,0.118111,0.1271,24.4,-22.92,+4.31,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 20:53:06,22.92,0.1623,0.132042,0.2497,24.4,+53.85,+69.75,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-25 20:53:06,18.68,1.528,1.287543,1.443,24.4,-5.56,+6.87,avoided medium loss (5-10%),
HYPER/USDT,2026-04-25 20:53:06,39.61,0.1649,0.118111,0.1271,24.4,-22.92,+4.31,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 21:23:35,36.57,0.1608,0.11774,0.1248,24.4,-22.39,+6.97,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 21:23:35,30.11,0.1731,0.133042,0.2488,24.4,+43.73,+59.16,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-25 21:23:35,18.95,1.532,1.287924,1.427,24.4,-6.85,+6.59,avoided medium loss (5-10%),
HYPER/USDT,2026-04-25 21:23:36,36.57,0.1608,0.11774,0.1248,24.4,-22.39,+6.97,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 21:54:06,42.36,0.1686,0.118435,0.1263,24.4,-25.09,+2.02,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 21:54:06,26.77,0.1681,0.132604,0.252,24.4,+49.91,+63.89,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-25 21:54:06,20.61,1.556,1.290115,1.448,24.4,-6.94,+4.95,avoided medium loss (5-10%),
HYPER/USDT,2026-04-25 21:54:07,42.36,0.1686,0.118435,0.1263,24.4,-25.09,+2.02,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 22:24:38,40.31,0.1659,0.118235,0.126,24.4,-24.05,-0.30,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 22:24:39,29.11,0.1716,0.132909,0.2234,24.4,+30.19,+60.55,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-25 22:24:39,21.29,1.566,1.291162,1.446,24.4,-7.66,+4.28,avoided medium loss (5-10%),
HYPER/USDT,2026-04-25 22:24:39,40.31,0.1659,0.118235,0.126,24.4,-24.05,-0.30,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 22:55:10,36.51,0.1607,0.117721,0.125,24.4,-22.22,+2.92,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 22:55:10,25.32,1.625,1.296686,1.428,24.4,-12.12,+0.49,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 22:55:11,29.73,0.1726,0.133042,0.2252,24.4,+30.48,+59.62,BLOCKED big winner (+10%+),
D/USDT,2026-04-25 22:55:11,16.11,0.01302,0.011213,0.01452,24.4,+11.52,+62.14,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 22:55:11,36.51,0.1607,0.117721,0.125,24.4,-22.22,+2.92,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 23:25:41,38.65,0.1636,0.117997,0.1253,24.4,-23.41,+0.98,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 23:25:42,24.98,1.62,1.29621,1.423,24.4,-12.16,-2.10,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 23:25:42,26.34,0.1675,0.132576,0.2243,24.4,+33.91,+64.48,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 23:25:42,38.65,0.1636,0.117997,0.1253,24.4,-23.41,+0.98,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-25 23:56:12,36.21,0.1603,0.117683,0.1223,24.4,-23.71,+3.06,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-25 23:56:13,22.24,1.58,1.292591,1.393,24.4,-11.84,+0.38,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-25 23:56:13,26.76,0.1681,0.132614,0.2053,24.4,+22.13,+63.89,BLOCKED big winner (+10%+),
HYPER/USDT,2026-04-25 23:56:13,36.21,0.1603,0.117683,0.1223,24.4,-23.71,+3.06,AVOIDED big loss (-10%+),
AXS/USDT,2026-04-26 00:26:42,18.22,1.557,1.317038,1.393,24.4,-10.53,-4.05,AVOIDED big loss (-10%+),
HYPER/USDT,2026-04-26 00:26:43,22.99,0.1482,0.120502,0.1222,24.4,-17.54,-2.36,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 00:26:43,22.09,1.251,1.024694,1.284,24.4,+2.64,+69.22,blocked small gain,
ZBT/USDT,2026-04-26 00:26:43,18.60,0.1605,0.135329,0.2164,24.4,+34.83,+71.65,BLOCKED big winner (+10%+),
AXS/USDT,2026-04-26 00:26:44,18.22,1.557,1.317038,1.393,24.4,-10.53,-4.05,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 00:57:14,27.92,0.1749,0.136729,0.211,24.4,+20.64,+57.52,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-26 00:57:14,28.41,1.326,1.032598,1.344,24.4,+1.36,+59.65,blocked small gain,
HYPER/USDT,2026-04-26 00:57:14,19.59,0.1436,0.120074,0.139,24.4,-3.20,+0.77,avoided small loss,
ZBT/USDT,2026-04-26 00:57:14,27.92,0.1749,0.136729,0.2107,24.4,+20.47,+57.52,BLOCKED big winner (+10%+),
SOMI/USDT,2026-04-26 01:27:43,35.98,0.2444,0.179734,0.1835,24.4,-24.92,-1.31,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 01:27:43,26.73,0.173,0.13651,0.2009,24.4,+16.13,+59.25,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-26 01:27:43,27.26,1.312,1.030979,1.301,24.4,-0.84,+61.36,avoided small loss,
ZBT/USDT,2026-04-26 01:27:44,26.73,0.173,0.13651,0.2009,24.4,+16.13,+59.25,BLOCKED big winner (+10%+),
SOMI/USDT,2026-04-26 01:58:13,30.72,0.2339,0.178934,0.1806,24.4,-22.79,+3.12,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 01:58:13,15.71,0.79,0.682741,0.743,24.4,-5.95,+14.81,avoided medium loss (5-10%),
ORCA/USDT,2026-04-26 01:58:13,33.64,1.388,1.038598,1.299,24.4,-6.41,+52.52,avoided medium loss (5-10%),
ORCA/USDT,2026-04-26 01:58:13,33.64,1.388,1.038598,1.299,24.4,-6.41,+52.52,avoided medium loss (5-10%),
SOMI/USDT,2026-04-26 02:28:42,28.78,0.2298,0.178448,0.1798,24.4,-21.76,-1.65,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 02:28:43,19.14,0.816,0.684932,0.743,24.4,-8.95,+11.15,avoided medium loss (5-10%),
ORCA/USDT,2026-04-26 02:28:43,39.51,1.458,1.045075,1.292,24.4,-11.39,+45.20,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 02:28:43,25.62,0.1712,0.136281,0.2055,24.4,+20.04,+60.92,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-26 02:28:43,39.51,1.458,1.045075,1.291,24.4,-11.45,+45.20,AVOIDED big loss (-10%+),
SOMI/USDT,2026-04-26 02:59:12,26.46,0.2252,0.178077,0.1805,24.4,-19.85,+0.36,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 02:59:12,20.40,0.826,0.686075,0.752,24.4,-8.96,+9.81,avoided medium loss (5-10%),
ORCA/USDT,2026-04-26 02:59:12,48.62,1.568,1.055075,1.293,24.4,-17.54,+35.01,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 02:59:13,27.62,0.1744,0.136653,0.1986,24.4,+13.88,+57.97,BLOCKED big winner (+10%+),
D/USDT,2026-04-26 02:59:13,16.11,0.01323,0.011394,0.01408,24.4,+6.42,+59.56,blocked winner (5-10%),
ORCA/USDT,2026-04-26 02:59:13,48.62,1.568,1.055075,1.293,24.4,-17.54,+35.01,AVOIDED big loss (-10%+),
SOMI/USDT,2026-04-26 03:29:42,23.11,0.2185,0.177486,0.1796,24.4,-17.80,-1.92,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 03:29:42,25.91,0.869,0.69017,0.746,24.4,-14.15,+4.37,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 03:29:43,47.67,1.557,1.054408,1.272,24.4,-18.30,+35.97,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 03:29:43,19.60,0.162,0.135453,0.199,24.4,+22.84,+70.06,BLOCKED big winner (+10%+),
D/USDT,2026-04-26 03:29:43,15.02,0.01309,0.011381,0.01423,24.4,+8.71,+61.27,blocked winner (5-10%),
ORCA/USDT,2026-04-26 03:29:44,47.67,1.557,1.054408,1.272,24.4,-18.30,+35.97,AVOIDED big loss (-10%+),
SOMI/USDT,2026-04-26 04:00:17,19.95,0.2121,0.176829,0.1797,24.4,-15.28,-3.02,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 04:00:17,21.17,0.832,0.686646,0.74,24.4,-11.06,+1.32,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 04:00:18,54.17,1.64,1.063741,1.286,24.4,-21.59,+22.20,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 04:00:18,22.97,0.1673,0.136053,0.1949,24.4,+16.50,+64.67,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-26 04:00:18,54.17,1.64,1.063741,1.286,24.4,-21.59,+22.20,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 04:30:47,75.13,2.02,1.153408,1.288,24.4,-36.24,-0.79,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 04:30:47,26.39,0.892,0.705737,0.739,24.4,-17.15,-5.49,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 04:30:47,17.70,0.997,0.847073,0.927,24.4,-7.02,+30.99,avoided medium loss (5-10%),
SOMI/USDT,2026-04-26 04:30:48,15.01,0.2065,0.17955,0.179,24.4,-13.32,-0.39,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 04:30:48,18.62,0.1646,0.138763,0.1941,24.4,+17.92,+67.38,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-26 04:30:48,75.13,2.02,1.153408,1.288,24.4,-36.24,-0.79,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 05:01:16,67.28,1.916,1.145408,1.247,24.4,-34.92,+0.05,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 05:01:17,36.91,1.185,0.865549,0.908,24.4,-23.38,+1.27,AVOIDED big loss (-10%+),
RAY/USDT,2026-04-26 05:01:17,19.28,0.836,0.700879,0.731,24.4,-12.56,+0.36,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 05:01:17,21.17,0.1686,0.139144,0.1951,24.4,+15.72,+63.40,BLOCKED big winner (+10%+),
ORCA/USDT,2026-04-26 05:01:18,67.28,1.916,1.145408,1.249,24.4,-34.81,+0.05,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 05:31:46,33.65,1.153,0.862692,0.905,24.4,-21.51,+4.08,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 05:31:46,57.73,1.788,1.133598,1.238,24.4,-30.76,+7.21,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 05:31:47,27.16,0.1781,0.140058,0.1947,24.4,+9.32,+54.69,blocked winner (5-10%),
D/USDT,2026-04-26 05:31:47,19.93,0.01397,0.011649,0.01364,24.4,-2.36,+51.11,avoided small loss,
ORCA/USDT,2026-04-26 05:31:47,57.73,1.788,1.133598,1.236,24.4,-30.87,+7.21,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 06:02:17,29.02,1.107,0.858025,0.893,24.4,-19.33,+4.43,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 06:02:18,37.77,1.528,1.109122,1.231,24.4,-19.44,+25.46,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 06:02:18,21.13,0.1686,0.139191,0.1936,24.4,+14.83,+63.40,BLOCKED big winner (+10%+),
ENSO/USDT,2026-04-26 06:02:18,29.02,1.107,0.858025,0.893,24.4,-19.33,+4.43,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 06:32:47,52.69,1.721,1.127122,1.208,24.4,-29.81,+11.39,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 06:32:47,28.71,1.105,0.858502,0.881,24.4,-20.27,+4.62,AVOIDED big loss (-10%+),
MIRA/USDT,2026-04-26 06:32:48,21.77,0.1081,0.088776,0.0868,24.4,-19.70,-7.59,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 06:32:48,30.04,0.1827,0.140496,0.1886,24.4,+3.23,+50.79,blocked small gain,
D/USDT,2026-04-26 06:32:48,20.27,0.01401,0.011649,0.01355,24.4,-3.28,+50.68,avoided small loss,
ORCA/USDT,2026-04-26 06:32:49,52.69,1.721,1.127122,1.209,24.4,-29.75,+11.39,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 07:03:17,28.36,1.101,0.85774,0.874,24.4,-20.62,+4.72,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 07:03:18,36.97,0.1939,0.141563,0.1835,24.4,-5.36,+42.08,avoided medium loss (5-10%),
ORCA/USDT,2026-04-26 07:03:18,42.19,1.584,1.113979,1.212,24.4,-23.48,+21.02,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 07:03:18,28.36,1.101,0.85774,0.874,24.4,-20.62,+4.72,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 07:33:47,28.65,1.104,0.858121,0.876,24.4,-20.65,+4.44,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 07:33:47,48.16,1.661,1.121122,1.198,24.4,-27.87,+15.41,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 07:33:47,32.88,0.1873,0.140953,0.1821,24.4,-2.78,+47.09,avoided small loss,
ENSO/USDT,2026-04-26 07:33:48,28.65,1.104,0.858121,0.877,24.4,-20.56,+4.44,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 08:04:18,46.00,1.73,1.184947,1.209,24.4,-30.12,+7.86,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 08:04:18,27.46,1.13,0.886572,0.868,24.4,-23.19,+0.80,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 08:04:18,29.51,0.1885,0.145547,0.1799,24.4,-4.56,+46.15,avoided small loss,
ORCA/USDT,2026-04-26 08:04:19,46.00,1.73,1.184947,1.209,24.4,-30.12,+7.86,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 08:34:48,55.37,1.859,1.196471,1.204,24.4,-35.23,+0.38,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 08:34:48,26.33,1.119,0.88581,0.867,24.4,-22.52,+1.79,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 08:34:49,29.77,0.189,0.145642,0.1772,24.4,-6.24,+45.77,avoided medium loss (5-10%),
D/USDT,2026-04-26 08:34:49,34.29,0.01615,0.012026,0.01362,24.4,-15.67,-0.93,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 08:34:49,55.37,1.859,1.196471,1.204,24.4,-35.23,+0.38,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 09:05:19,47.18,1.745,1.185613,1.197,24.4,-31.40,+6.93,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 09:05:20,38.64,0.2038,0.147004,0.1717,24.4,-15.75,+35.18,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 09:05:20,20.74,1.063,0.880381,0.871,24.4,-18.06,+7.15,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 09:05:20,18.94,0.01407,0.01183,0.01319,24.4,-6.25,+13.72,avoided medium loss (5-10%),
ORCA/USDT,2026-04-26 09:05:21,47.18,1.745,1.185613,1.197,24.4,-31.40,+6.93,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 09:35:50,48.00,1.757,1.187137,1.222,24.4,-30.45,+6.20,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 09:35:50,22.14,0.01451,0.01188,0.01305,24.4,-10.06,+10.27,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 09:35:50,24.20,0.1799,0.144842,0.1732,24.4,-3.72,+53.14,avoided small loss,
SAHARA/USDT,2026-04-26 09:35:51,17.20,0.02685,0.022909,0.02302,24.4,-14.26,-1.90,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 09:35:51,19.47,1.051,0.879714,0.872,24.4,-17.03,+8.37,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 09:35:51,48.00,1.757,1.187137,1.223,24.4,-30.39,+6.20,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 10:06:21,53.36,1.832,1.194566,1.194,24.4,-34.83,-1.09,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 10:06:21,26.98,0.01517,0.011947,0.01331,24.4,-12.26,+5.47,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 10:06:21,22.12,1.077,0.881905,0.872,24.4,-19.03,+5.76,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 10:06:22,21.63,0.1755,0.14429,0.1707,24.4,-2.74,+56.98,avoided small loss,
ORCA/USDT,2026-04-26 10:06:22,53.36,1.832,1.194566,1.194,24.4,-34.83,-1.09,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 10:36:51,50.20,1.788,1.190375,1.205,24.4,-32.61,+1.34,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 10:36:51,26.94,0.01515,0.011935,0.01344,24.4,-11.29,+5.61,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 10:36:51,20.11,1.057,0.88,0.861,24.4,-18.54,+7.76,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 10:36:52,50.20,1.788,1.190375,1.205,24.4,-32.61,+1.34,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 11:07:21,48.98,1.77,1.18809,1.189,24.4,-32.82,+0.79,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 11:07:21,27.95,1.135,0.887048,0.862,24.4,-24.05,-5.55,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 11:07:21,24.17,0.01478,0.011903,0.01342,24.4,-9.20,+8.25,avoided medium loss (5-10%),
ZBT/USDT,2026-04-26 11:07:22,19.69,0.1724,0.144042,0.1716,24.4,-0.46,+59.80,avoided small loss,
ORCA/USDT,2026-04-26 11:07:22,48.98,1.77,1.18809,1.189,24.4,-32.82,+0.79,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 11:37:51,47.16,1.745,1.185804,1.187,24.4,-31.98,+2.23,AVOIDED big loss (-10%+),
D/USDT,2026-04-26 11:37:52,22.17,0.01451,0.011877,0.01329,24.4,-8.41,+10.27,avoided medium loss (5-10%),
ENSO/USDT,2026-04-26 11:37:52,20.74,1.063,0.880381,0.874,24.4,-17.78,+0.85,AVOIDED big loss (-10%+),
ZBT/USDT,2026-04-26 11:37:52,17.15,0.1683,0.143661,0.1695,24.4,+0.71,+63.70,blocked small gain,
ORCA/USDT,2026-04-26 11:37:53,47.16,1.745,1.185804,1.187,24.4,-31.98,+2.23,AVOIDED big loss (-10%+),
MASK/USDT,2026-04-26 12:08:21,30.94,0.721,0.550631,0.522,24.4,-27.60,-6.52,AVOIDED big loss (-10%+),
ORCA/USDT,2026-04-26 12:08:21,36.46,1.678,1.229646,1.188,24.4,-29.20,+4.41,AVOIDED big loss (-10%+),
ENSO/USDT,2026-04-26 12:08:22,17.30,1.052,0.896811,0.865,24.4,-17.78,+1.90,AVOIDED big loss (-10%+),
